ID,isMale,isMarried,AgeGroup,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HasHistoryOfOverduePayments,Class
6373,0,0,1,3,990,80,0,6,0,980,50,0,0,0,1
6374,0,0,2,4,7170,210,0,0,3,7170,0,1,3,1,1
6375,1,1,3,3,0,0,0,6,0,0,0,1,1,1,0
6376,1,0,2,4,4570,4220,1,3,0,1250,40,1,2,1,1
6377,0,0,2,4,3700,1160,0,0,0,2800,310,0,0,0,1
6378,1,0,2,2,220,80,0,6,0,220,80,1,2,1,0
6379,1,1,3,3,10,10,0,6,0,10,10,0,0,0,1
6380,0,1,1,3,2020,2090,1,1,0,0,2090,1,1,1,1
6381,1,1,1,4,0,0,0,6,0,0,0,1,1,1,1
6382,1,0,2,3,4740,310,0,0,1,4740,230,0,0,0,1
6383,0,1,3,3,110,250,3,6,0,80,60,0,0,0,0
6384,0,0,2,1,5470,100,3,5,1,5470,100,0,0,0,1
6385,1,0,2,2,1460,80,0,0,3,1410,80,1,4,1,1
6386,0,1,3,2,430,310,1,0,0,430,90,1,2,1,0
6387,0,1,2,3,1020,50,0,2,0,1020,50,0,0,0,0
6388,0,0,2,4,270,170,1,6,0,130,170,0,0,0,1
6389,0,0,2,3,4000,2210,1,0,0,1830,0,1,3,1,0
6390,1,1,2,2,690,600,1,4,0,210,40,0,0,0,1
6391,1,1,2,3,5780,460,0,0,0,5540,240,1,6,1,1
6392,0,1,3,3,930,80,0,0,6,850,80,1,14,1,0
6393,1,0,2,3,1870,650,0,0,3,1870,0,1,4,1,1
6394,0,0,2,3,80,80,2,6,0,0,80,0,0,0,1
6395,0,1,2,1,490,120,0,4,0,280,90,0,0,0,1
6396,1,1,3,2,280,40,0,6,0,190,40,0,0,0,1
6397,0,1,3,3,5880,460,0,0,3,5630,460,1,2,1,1
6398,0,0,2,3,70,50,1,6,0,30,10,0,0,0,1
6399,0,0,2,3,4410,580,0,0,6,4310,220,1,2,1,1
6400,1,1,3,2,290,80,0,0,5,210,80,2,4,1,0
6401,0,1,3,1,2990,110,0,0,0,2700,100,0,0,0,1
6402,0,0,2,2,440,20,0,6,0,440,20,0,0,0,1
6403,1,1,2,3,90,70,1,6,0,0,0,1,1,1,1
6404,1,0,2,3,340,720,4,6,0,280,290,0,0,0,1
6405,0,1,3,3,30,10,0,6,0,30,10,0,0,0,0
6406,1,0,3,3,240,40,0,6,0,180,0,2,5,1,1
6407,0,0,1,3,130,220,3,6,0,70,0,0,0,0,1
6408,0,0,2,3,650,2890,1,6,0,650,120,0,0,0,1
6409,1,0,2,3,30,0,0,6,0,30,0,1,16,1,0
6410,1,0,2,4,990,110,0,3,0,990,50,0,0,0,1
6411,0,1,4,3,140,140,2,6,0,20,0,0,0,0,1
6412,1,0,2,2,0,0,0,6,0,0,0,1,1,1,0
6413,0,1,3,4,20,20,1,6,0,20,0,1,2,1,1
6414,0,1,3,3,8940,430,0,0,3,8940,0,1,3,1,0
6415,1,1,3,3,1490,120,0,0,2,1470,90,0,0,0,0
6416,1,0,2,3,1100,1070,2,3,0,40,20,1,2,1,1
6417,1,0,1,2,1090,160,0,0,6,570,160,0,0,0,0
6418,1,0,2,4,0,0,0,6,0,0,0,0,0,0,1
6419,0,0,2,4,390,110,0,6,0,280,110,1,2,1,0
6420,0,0,1,2,1870,80,0,0,3,1850,80,0,0,0,0
6421,0,0,2,4,20,10,1,6,0,20,0,0,0,0,1
6422,1,1,2,3,3040,140,0,0,1,1410,50,0,0,0,1
6423,1,1,2,3,840,50,0,0,5,720,40,0,0,0,1
6424,0,1,2,3,4770,310,1,4,0,4740,310,0,0,0,1
6425,0,0,1,4,30,30,2,6,0,20,0,1,2,1,1
6426,0,1,3,3,1310,140,0,0,0,1280,0,1,11,1,1
6427,0,0,1,1,1340,150,0,0,0,1230,60,0,0,0,0
6428,0,0,1,3,560,50,0,0,6,510,50,0,0,0,1
6429,1,1,4,2,0,0,0,6,0,0,0,1,1,1,0
6430,1,0,2,3,110,20,1,6,0,110,0,1,2,1,1
6431,0,1,2,3,170,170,2,6,0,80,0,0,0,0,1
6432,1,0,2,3,100,100,3,6,0,60,80,0,0,0,1
6433,1,1,2,4,1860,270,0,2,0,1560,150,0,0,0,1
6434,0,1,2,3,180,60,0,6,0,110,30,0,0,0,1
6435,0,1,2,3,3010,80,0,0,3,3010,80,0,0,0,1
6436,0,1,3,4,1570,1570,2,6,0,510,40,0,0,0,1
6437,0,0,2,3,30,270,4,6,0,30,30,0,0,0,1
6438,0,0,2,4,2490,210,0,0,6,2310,210,1,8,1,0
6439,1,0,2,4,1880,1530,0,0,6,1880,0,1,12,1,0
6440,0,1,3,2,70,70,3,6,0,10,0,0,0,0,1
6441,0,1,3,2,3640,180,0,0,6,3570,180,0,0,0,1
6442,0,1,3,4,640,280,3,6,0,640,120,0,0,0,1
6443,1,1,2,2,5840,3220,1,3,0,2720,3220,0,0,0,1
6444,0,1,4,3,20,20,1,6,0,10,10,0,0,0,1
6445,1,0,2,3,1500,170,0,0,6,1250,60,1,2,1,1
6446,0,1,2,3,2140,140,1,3,0,2140,80,0,0,0,1
6447,0,0,3,4,370,40,0,2,0,370,40,0,0,0,1
6448,1,0,1,4,370,80,0,0,0,170,40,0,0,0,1
6449,1,0,1,3,1620,580,1,2,2,1620,0,1,6,1,0
6450,0,0,2,3,1310,310,0,6,0,600,90,0,0,0,0
6451,0,0,2,2,300,60,0,6,0,60,50,0,0,0,0
6452,1,1,3,2,590,90,1,6,0,590,40,0,0,0,1
6453,1,0,2,4,1070,760,3,6,0,0,30,0,0,0,1
6454,1,0,2,4,820,140,0,0,5,740,0,2,5,1,1
6455,1,0,1,3,1170,150,0,0,5,490,0,1,14,1,0
6456,1,1,3,2,40,30,2,6,0,20,30,1,2,1,0
6457,0,0,2,2,210,210,3,6,0,50,210,0,0,0,1
6458,0,1,2,3,1750,90,0,4,0,1750,80,0,0,0,0
6459,1,1,4,4,0,0,0,6,0,0,0,0,0,0,1
6460,0,0,2,3,4590,210,0,0,0,4590,150,0,0,0,1
6461,1,1,2,4,2100,310,0,0,3,2060,90,0,0,0,1
6462,1,0,2,3,1800,140,0,0,6,1630,80,1,2,1,1
6463,1,0,2,3,2930,240,0,0,0,2390,150,0,0,0,1
6464,0,1,2,3,930,40,0,6,0,930,40,1,2,1,0
6465,0,0,2,4,440,170,2,5,0,440,0,0,0,0,1
6466,0,0,3,3,1620,1160,1,1,2,1620,50,0,0,0,1
6467,1,0,3,3,400,40,0,1,0,400,20,1,5,1,0
6468,0,1,3,3,50,150,4,6,0,0,20,1,1,1,1
6469,0,1,1,3,870,50,0,0,5,870,50,0,0,0,1
6470,0,0,2,4,1050,60,0,0,0,980,60,0,0,0,1
6471,0,1,2,3,300,260,1,6,0,300,260,0,0,0,1
6472,1,1,2,4,130,130,1,6,0,80,80,0,0,0,1
6473,0,0,1,3,520,70,0,0,1,350,60,1,4,1,0
6474,1,1,2,2,90,90,3,6,0,60,80,0,0,0,1
6475,0,1,3,4,3680,210,0,0,0,3680,210,0,0,0,1
6476,0,1,3,4,2280,2280,1,6,0,20,0,0,0,0,1
6477,0,0,2,3,1550,50,0,0,2,1550,50,1,6,1,0
6478,1,0,2,4,610,460,1,0,5,610,50,0,0,0,1
6479,1,1,3,2,6820,490,0,0,6,6530,260,1,14,1,0
6480,1,0,2,3,5690,240,0,0,6,5260,180,1,12,1,0
6481,0,0,2,3,70,70,2,6,0,10,70,1,2,1,0
6482,0,0,2,4,400,400,1,6,0,320,70,0,0,0,1
6483,1,0,2,3,3110,1630,1,1,3,2730,430,1,8,1,1
6484,1,1,3,2,790,740,2,6,0,790,60,0,0,0,1
6485,1,1,3,4,650,310,0,6,0,310,260,0,0,0,1
6486,0,1,2,4,130,850,3,6,0,10,30,0,0,0,1
6487,0,1,3,3,40,40,2,6,0,0,20,0,0,0,1
6488,0,1,3,3,1020,920,1,1,0,1020,50,1,2,1,1
6489,1,1,3,4,5700,7990,3,4,0,5700,7990,0,0,0,1
6490,1,0,3,3,1510,60,0,0,4,1470,60,0,0,0,1
6491,0,0,1,4,90,2350,2,6,0,40,0,1,2,1,1
6492,0,0,1,3,2570,90,0,0,3,2570,0,1,9,1,1
6493,0,0,3,3,540,90,0,0,3,430,90,0,0,0,1
6494,0,0,2,4,2750,460,0,6,0,2480,150,0,0,0,1
6495,1,0,2,4,1460,60,0,6,0,1460,60,0,0,0,1
6496,1,0,2,3,1640,310,0,0,0,1630,60,0,0,0,1
6497,1,0,1,3,260,40,0,0,0,240,0,1,13,1,1
6498,1,1,3,2,2530,2530,1,4,0,1900,50,0,0,0,1
6499,0,0,2,3,1030,40,0,0,0,1030,40,0,0,0,1
6500,0,1,3,3,710,130,0,6,0,670,60,0,0,0,1
6501,1,1,3,4,1510,80,0,0,0,1340,80,0,0,0,1
6502,0,0,2,4,3570,270,0,0,0,3280,140,0,0,0,1
6503,0,0,2,3,660,0,0,0,5,660,0,1,9,1,1
6504,0,0,1,3,310,50,0,0,4,180,40,1,2,1,1
6505,1,1,3,4,2530,2580,1,6,0,1410,2580,0,0,0,1
6506,0,0,2,2,940,200,0,3,0,910,60,0,0,0,1
6507,0,0,2,4,1290,310,0,0,0,1110,70,0,0,0,1
6508,1,0,2,4,10,10,0,6,0,10,10,0,0,0,1
6509,0,0,2,3,330,40,0,0,0,220,30,0,0,0,1
6510,0,0,2,3,5070,240,0,0,0,5070,210,0,0,0,1
6511,1,0,2,2,10,10,0,6,0,10,10,0,0,0,0
6512,0,0,3,2,3240,80,0,0,3,3240,80,0,0,0,1
6513,1,0,2,3,1480,310,0,1,0,860,90,2,4,1,1
6514,1,0,2,3,1250,3370,2,5,0,270,1250,0,0,0,1
6515,0,0,3,3,190,570,3,6,0,190,130,0,0,0,1
6516,0,1,2,4,90,90,3,6,0,20,90,0,0,0,1
6517,0,1,3,3,1120,100,0,0,0,1110,100,1,6,1,0
6518,0,1,3,2,1930,60,0,3,0,1930,60,0,0,0,1
6519,0,0,1,3,450,150,0,0,0,180,0,2,5,1,0
6520,0,0,2,4,1300,1240,4,6,0,80,100,1,2,1,1
6521,1,0,2,4,240,90,0,6,0,90,60,1,2,1,1
6522,0,0,3,3,4190,2440,1,3,0,3010,310,0,0,0,1
6523,0,1,2,3,1850,130,0,0,6,1850,30,1,20,1,1
6524,1,1,2,3,400,400,5,6,0,210,240,0,0,0,1
6525,0,1,3,2,660,60,0,0,0,600,50,1,12,1,0
6526,0,0,2,3,2200,2080,1,1,0,2190,100,0,0,0,1
6527,1,0,2,4,240,240,3,6,0,140,210,0,0,0,1
6528,1,0,2,3,1570,180,0,0,0,1320,60,1,2,1,1
6529,0,1,2,3,760,310,2,6,0,760,0,0,0,0,1
6530,0,0,2,3,240,40,0,1,0,240,40,0,0,0,1
6531,1,0,1,3,560,80,0,0,3,460,0,2,6,1,0
6532,0,1,3,2,1900,150,0,0,0,1760,0,1,12,1,0
6533,1,1,2,3,1550,70,0,6,0,1550,70,0,0,0,1
6534,0,0,2,2,250,250,1,6,0,0,0,1,1,1,1
6535,1,1,3,2,40,40,3,6,0,0,10,1,1,1,0
6536,1,0,2,4,4040,200,0,0,6,3990,200,0,0,0,0
6537,1,0,2,4,4130,200,0,3,2,4130,170,0,0,0,1
6538,1,0,2,4,5020,460,0,0,2,4190,210,1,6,1,1
6539,1,0,2,4,580,100,0,0,5,450,100,1,2,1,1
6540,0,0,3,3,1510,70,0,0,3,1440,70,0,0,0,1
6541,0,1,3,3,960,60,0,0,6,850,50,1,11,1,0
6542,1,1,2,3,4120,200,0,0,6,3990,200,0,0,0,1
6543,1,1,3,3,420,60,0,6,0,350,0,1,11,1,1
6544,1,1,2,4,250,250,3,6,0,100,250,0,0,0,1
6545,0,0,2,4,250,1300,1,6,0,250,230,0,0,0,1
6546,0,1,2,3,2590,70,0,0,4,1450,70,0,0,0,1
6547,1,0,2,3,3420,150,0,0,6,3270,120,0,0,0,1
6548,0,1,3,2,8420,310,0,0,0,6710,310,0,0,0,1
6549,0,0,3,3,1430,60,0,0,0,1430,50,0,0,0,0
6550,0,0,2,4,6240,200,0,0,1,6240,190,1,2,1,0
6551,1,1,3,3,520,520,3,6,0,130,340,0,0,0,1
6552,0,0,2,2,150,150,2,6,0,0,90,1,1,1,1
6553,0,0,2,3,550,40,0,0,6,530,0,1,4,1,1
6554,1,1,2,3,850,50,0,0,0,850,50,1,4,1,0
6555,1,0,3,3,230,30,0,1,0,210,30,1,5,1,1
6556,0,1,2,3,240,80,1,6,0,120,40,0,0,0,1
6557,0,1,2,4,1410,350,3,4,0,1310,310,0,0,0,1
6558,1,1,2,4,1420,1420,2,6,0,190,0,0,0,0,0
6559,1,0,2,3,4500,310,0,0,2,4440,310,0,0,0,1
6560,0,0,2,4,350,350,2,6,0,30,350,0,0,0,1
6561,1,1,2,3,1240,180,3,5,0,1240,30,1,3,1,1
6562,0,1,3,4,1520,930,0,0,4,1390,0,2,5,1,0
6563,1,0,2,3,1220,100,0,0,0,1220,0,1,11,1,1
6564,1,1,3,2,1960,90,0,0,3,1290,90,0,0,0,1
6565,0,0,2,3,1460,1390,1,6,0,1460,60,0,0,0,1
6566,1,0,2,4,3410,6720,1,5,0,3410,40,0,0,0,1
6567,0,0,3,4,40,40,1,6,0,10,10,1,2,1,1
6568,0,0,2,4,180,190,3,6,0,20,20,0,0,0,1
6569,1,0,2,4,850,50,0,0,2,820,50,1,9,1,1
6570,1,0,2,4,840,860,4,6,0,640,850,0,0,0,1
6571,0,1,2,3,110,110,3,6,0,0,0,1,1,1,1
6572,1,0,2,4,3150,150,0,0,0,3030,150,1,2,1,1
6573,1,0,1,2,530,60,0,0,6,530,0,1,3,1,1
6574,0,1,3,3,600,40,0,0,6,510,40,0,0,0,0
6575,0,0,2,4,170,170,1,6,0,130,0,1,3,1,1
6576,1,1,2,3,2900,130,0,0,0,2690,100,0,0,0,1
6577,0,1,2,3,2500,120,0,0,6,2380,120,0,0,0,1
6578,1,1,2,3,430,40,0,0,0,380,0,1,3,1,0
6579,1,1,2,4,320,150,1,0,5,140,150,2,4,1,0
6580,1,1,2,3,620,620,3,6,0,170,360,0,0,0,1
6581,0,0,2,3,4390,150,0,1,0,4300,150,0,0,0,1
6582,1,0,2,4,3870,190,0,1,0,3810,190,1,12,1,0
6583,1,1,3,3,6640,250,0,0,6,6580,0,1,10,1,0
6584,1,1,3,3,470,50,0,2,0,470,0,1,3,1,1
6585,0,1,2,3,660,630,2,1,0,660,600,0,0,0,1
6586,0,0,3,2,4690,210,0,0,6,4690,210,0,0,0,1
6587,1,0,2,2,1540,80,0,0,0,1440,80,0,0,0,1
6588,1,0,2,3,320,310,1,3,0,0,0,1,1,1,1
6589,1,1,3,4,5560,5790,1,2,0,580,80,0,0,0,1
6590,1,0,1,3,280,40,0,6,0,210,40,0,0,0,1
6591,0,0,3,4,70,70,2,6,0,40,70,1,1,1,1
6592,1,1,2,3,1850,310,1,4,0,1850,150,1,2,1,1
6593,1,0,2,2,1130,150,0,2,0,1130,60,0,0,0,1
6594,1,1,2,2,1580,110,2,5,0,1580,30,0,0,0,1
6595,1,0,3,3,20,20,1,6,0,0,0,1,1,1,1
6596,0,0,2,3,2810,120,0,0,3,2700,110,1,2,1,0
6597,0,1,3,3,670,60,0,0,0,520,60,0,0,0,1
6598,0,0,2,3,2180,60,0,0,0,2180,0,1,20,1,0
6599,1,0,2,3,3910,650,1,1,2,3860,130,0,0,0,1
6600,1,0,2,3,1840,60,0,0,0,1840,60,0,0,0,1
6601,0,0,2,3,190,190,3,6,0,0,0,1,1,1,1
6602,0,0,1,3,600,730,1,1,4,540,60,0,0,0,1
6603,0,0,1,3,930,110,0,0,6,800,110,1,6,1,1
6604,0,0,1,3,1990,120,0,0,1,1990,120,0,0,0,1
6605,1,0,2,2,2390,950,0,0,2,2390,70,0,0,0,1
6606,0,0,1,3,190,40,0,6,0,190,30,0,0,0,1
6607,1,0,3,3,3190,120,0,0,3,3190,120,0,0,0,1
6608,1,0,2,4,1480,760,1,6,0,820,460,0,0,0,1
6609,1,1,3,4,30,30,1,6,0,10,10,1,2,1,1
6610,0,0,2,3,220,520,4,6,0,0,30,1,1,1,1
6611,0,0,2,4,9180,430,0,0,3,9180,340,0,0,0,1
6612,1,0,2,4,610,310,0,6,0,590,60,1,2,1,0
6613,0,0,2,3,2320,1100,0,0,0,2120,120,1,2,1,1
6614,0,0,2,3,350,310,1,6,0,350,300,0,0,0,0
6615,0,0,2,4,9040,610,0,0,6,9040,610,0,0,0,1
6616,1,0,3,3,5010,4270,0,0,3,4960,150,0,0,0,1
6617,1,1,3,4,3210,3350,3,6,0,320,2130,0,0,0,1
6618,1,1,3,4,2970,1220,0,0,0,2250,0,1,11,1,0
6619,0,1,2,2,5630,210,0,0,1,5630,210,0,0,0,1
6620,1,1,2,4,190,80,1,6,0,70,80,1,6,1,0
6621,1,0,2,3,2500,230,0,0,0,2250,0,1,12,1,0
6622,1,0,2,4,6600,370,0,0,3,6600,310,0,0,0,1
6623,1,0,2,2,1830,90,0,0,1,1830,90,0,0,0,1
6624,0,1,3,3,2400,140,0,5,0,2400,140,1,6,1,0
6625,0,0,2,4,60,40,3,6,0,60,30,0,0,0,1
6626,1,1,4,4,1630,190,1,3,0,1630,100,0,0,0,1
6627,1,1,2,3,1080,50,0,6,0,960,50,0,0,0,1
6628,0,0,1,3,610,180,0,0,6,570,40,0,0,0,1
6629,0,1,2,3,1840,1840,3,6,0,70,170,0,0,0,1
6630,0,0,1,4,190,180,4,6,0,10,90,0,0,0,1
6631,0,1,2,4,910,50,0,0,6,850,50,0,0,0,1
6632,1,0,3,4,110,110,1,6,0,0,110,1,1,1,1
6633,1,1,2,4,0,0,0,6,0,0,0,1,1,1,0
6634,0,0,2,3,310,40,0,0,6,290,40,0,0,0,1
6635,0,1,2,4,0,0,0,6,0,0,0,1,1,1,1
6636,0,0,2,3,1160,270,0,0,5,890,270,0,0,0,1
6637,0,0,2,1,2070,430,0,0,0,2070,380,0,0,0,1
6638,0,1,3,3,1430,50,0,0,2,1430,50,0,0,0,1
6639,1,0,1,3,280,50,0,0,3,240,50,2,4,1,0
6640,0,0,2,3,1460,90,0,6,0,1240,90,0,0,0,1
6641,1,0,2,4,1360,60,0,2,2,1340,60,0,0,0,1
6642,0,1,2,4,150,90,2,6,0,150,30,0,0,0,1
6643,1,1,3,2,460,50,0,0,0,360,50,0,0,0,0
6644,0,0,2,4,2690,270,0,0,0,2360,270,2,4,1,1
6645,0,1,3,2,770,50,0,0,3,680,50,1,13,1,0
6646,1,1,2,4,690,80,0,0,0,690,40,0,0,0,0
6647,0,1,3,2,930,120,0,0,6,930,0,1,12,1,0
6648,0,1,3,3,520,20,0,0,4,520,0,1,33,1,0
6649,0,0,1,4,640,40,0,0,0,540,40,0,0,0,1
6650,1,1,3,4,250,730,3,6,0,30,0,0,0,0,0
6651,1,1,2,3,170,20,1,6,0,170,0,0,0,0,1
6652,1,0,1,3,780,780,2,2,3,770,50,1,2,1,1
6653,0,1,3,3,4430,330,0,0,0,3910,150,1,2,1,0
6654,0,0,2,3,5440,290,0,0,1,3070,160,1,4,1,1
6655,0,0,2,3,1570,920,1,2,0,1550,60,0,0,0,1
6656,0,0,2,3,30,160,2,6,0,0,0,1,2,1,1
6657,0,1,3,4,0,0,0,6,0,0,0,1,1,1,1
6658,0,1,3,2,140,140,4,6,0,80,0,0,0,0,1
6659,0,1,2,4,610,610,1,5,0,130,610,0,0,0,1
6660,0,1,2,3,2630,120,0,2,0,2630,120,0,0,0,1
6661,0,1,2,4,6610,290,0,0,6,6430,290,0,0,0,1
6662,1,1,2,3,2560,350,0,3,0,1930,70,0,0,0,0
6663,0,0,3,4,2340,790,3,6,0,220,190,0,0,0,1
6664,0,1,2,4,1390,340,0,0,0,1390,40,0,0,0,1
6665,1,1,2,3,380,150,0,6,0,350,150,0,0,0,1
6666,1,1,3,3,610,90,1,3,3,600,90,1,4,1,1
6667,0,0,3,2,1510,60,0,1,0,1400,60,0,0,0,1
6668,0,0,2,3,15010,9160,1,0,3,15010,9160,0,0,0,0
6669,1,1,3,3,1500,1620,2,5,0,20,1500,0,0,0,1
6670,1,0,2,4,740,150,0,6,0,510,150,0,0,0,1
6671,1,1,3,4,2410,70,0,0,2,2410,70,0,0,0,1
6672,0,1,2,3,0,0,0,6,0,0,0,1,1,1,1
6673,1,0,2,4,1140,670,1,5,0,910,580,0,0,0,1
6674,1,1,3,3,8750,340,0,0,0,8750,340,0,0,0,1
6675,1,1,3,2,4600,90,0,0,1,4600,90,0,0,0,1
6676,0,0,2,2,4080,5920,2,5,0,3220,1580,0,0,0,1
6677,1,1,2,4,1980,1530,0,6,0,1470,610,1,4,1,1
6678,0,0,2,4,1080,160,0,0,0,860,90,1,11,1,0
6679,0,0,1,4,40,10,0,6,0,40,0,1,5,1,1
6680,0,1,3,2,0,0,0,6,0,0,0,0,0,0,1
6681,0,1,2,3,2820,150,0,0,0,2570,90,0,0,0,1
6682,0,0,2,4,1420,80,0,2,0,1230,60,0,0,0,1
6683,0,0,2,4,550,320,0,2,0,410,150,1,2,1,1
6684,0,1,3,3,1410,40,0,3,1,1410,40,0,0,0,1
6685,1,1,2,3,180,180,2,6,0,0,130,0,0,0,1
6686,1,0,1,3,20,60,2,6,0,0,0,1,1,1,1
6687,1,1,3,3,1160,50,0,0,6,1160,0,1,4,1,1
6688,0,1,2,3,5560,160,0,0,0,5560,160,0,0,0,1
6689,1,0,2,4,1320,1910,2,3,0,1320,190,0,0,0,1
6690,0,1,2,4,10,30,1,6,0,10,0,0,0,0,1
6691,1,1,3,2,940,110,0,2,4,840,110,1,2,1,1
6692,1,0,2,3,5310,250,1,2,0,5310,250,0,0,0,1
6693,0,0,2,4,2550,150,0,0,0,2500,90,0,0,0,1
6694,1,0,1,3,870,70,0,0,0,800,40,1,2,1,0
6695,1,1,3,2,580,70,0,0,5,460,70,1,6,1,0
6696,1,1,3,4,20,20,1,6,0,10,10,0,0,0,1
6697,0,0,2,4,5290,460,0,0,4,5290,210,0,0,0,1
6698,1,0,2,3,810,30,4,4,0,810,30,0,0,0,1
6699,1,0,2,4,0,0,0,6,0,0,0,0,0,0,1
6700,0,0,3,2,770,50,0,3,2,770,50,0,0,0,1
6701,1,0,2,3,2980,90,4,4,1,2980,90,1,2,1,0
6702,1,0,3,4,850,140,0,2,3,850,60,1,2,1,1
6703,0,0,2,3,3790,140,0,0,0,3790,140,0,0,0,1
6704,1,1,3,4,250,260,3,6,0,70,190,0,0,0,1
6705,1,0,2,4,300,40,0,0,3,240,40,0,0,0,1
6706,0,0,2,3,1090,1120,4,6,0,110,510,0,0,0,1
6707,0,1,2,4,3700,2840,2,3,0,0,2390,0,0,0,1
6708,0,0,2,4,2110,70,0,0,6,1920,70,0,0,0,1
6709,1,0,2,3,1910,80,0,0,0,1860,80,0,0,0,1
6710,1,1,3,4,7160,0,0,5,0,7160,0,0,0,0,1
6711,0,0,2,4,3460,3050,3,2,2,670,1070,0,0,0,1
6712,1,0,2,4,540,270,0,6,0,420,150,0,0,0,1
6713,1,1,3,4,3950,3050,1,3,0,970,130,0,0,0,1
6714,1,1,3,4,1320,60,0,0,0,1140,60,0,0,0,1
6715,0,1,2,3,5640,5190,0,0,3,5610,190,0,0,0,0
6716,0,1,3,3,30,130,2,6,0,10,10,0,0,0,1
6717,0,1,2,3,4050,310,0,0,3,3870,310,0,0,0,1
6718,0,1,3,3,3440,140,0,0,6,3440,120,0,0,0,0
6719,0,0,1,4,930,60,0,0,6,890,60,0,0,0,1
6720,0,0,2,4,100,80,1,6,0,70,30,0,0,0,1
6721,0,1,2,4,3420,330,0,0,6,3260,330,1,4,1,1
6722,0,0,1,4,1420,160,0,0,0,1140,160,1,13,1,0
6723,1,0,2,3,430,150,0,0,0,400,0,1,15,1,0
6724,1,1,3,3,5560,240,0,0,6,5300,240,0,0,0,0
6725,0,0,2,3,2580,80,0,1,0,2570,80,0,0,0,1
6726,0,1,2,2,1410,60,0,0,0,1300,50,0,0,0,1
6727,1,0,2,4,1570,110,0,0,0,1540,70,1,2,1,1
6728,1,1,3,3,310,40,0,0,6,300,0,2,6,1,0
6729,0,0,1,4,30,30,0,6,0,30,30,0,0,0,1
6730,0,1,2,4,450,760,2,6,0,250,0,1,5,1,1
6731,1,0,2,3,1810,90,0,0,3,1810,90,0,0,0,1
6732,1,0,2,4,620,90,0,0,6,520,90,1,5,1,0
6733,0,0,3,3,2500,290,0,0,6,2260,290,1,12,1,0
6734,0,1,3,4,2660,2660,2,6,0,160,2660,0,0,0,1
6735,1,1,3,2,0,0,6,6,0,0,0,1,1,1,1
6736,0,1,2,3,120,100,2,6,0,120,90,0,0,0,1
6737,1,0,2,3,560,60,0,0,5,470,50,1,10,1,1
6738,1,0,2,3,1490,50,1,2,2,1490,50,0,0,0,0
6739,0,0,2,4,3370,150,0,0,3,3370,120,0,0,0,1
6740,0,0,2,3,3280,240,0,0,2,3040,120,1,2,1,0
6741,0,0,2,4,80,60,1,6,0,10,10,1,2,1,1
6742,1,0,2,4,4360,920,0,0,0,2810,920,0,0,0,1
6743,0,0,2,4,410,3550,1,6,0,410,60,0,0,0,1
6744,0,0,3,3,2060,70,0,0,3,2060,60,0,0,0,1
6745,1,0,2,4,8650,310,0,0,3,8600,310,0,0,0,1
6746,0,1,2,3,770,150,0,0,0,630,40,0,0,0,0
6747,1,0,3,3,5750,230,0,0,0,5180,210,0,0,0,0
6748,1,0,2,2,4540,4120,1,2,0,170,40,0,0,0,0
6749,1,1,2,4,4460,340,0,0,1,4070,150,1,11,1,0
6750,0,0,3,4,0,0,6,6,0,0,0,1,1,1,1
6751,0,0,2,4,230,240,4,6,0,150,80,0,0,0,1
6752,0,1,2,4,70,50,1,6,0,30,50,0,0,0,0
6753,0,1,3,2,920,120,0,0,6,780,50,0,0,0,1
6754,1,0,2,4,820,60,0,0,0,800,60,0,0,0,1
6755,1,1,3,3,2680,120,0,0,0,2680,120,0,0,0,1
6756,0,0,2,4,4010,370,0,0,0,4010,300,1,8,1,0
6757,0,1,2,3,3790,180,0,0,0,3400,180,0,0,0,1
6758,1,0,2,4,13570,9160,1,0,3,5870,1220,0,0,0,1
6759,0,1,2,3,340,60,0,6,0,180,40,0,0,0,1
6760,0,1,2,3,4430,310,0,4,0,4430,150,0,0,0,1
6761,1,0,2,3,1470,60,0,0,2,1450,60,0,0,0,1
6762,0,0,2,1,350,1390,1,6,0,200,90,0,0,0,1
6763,1,0,2,4,3400,3290,1,0,0,3150,3290,0,0,0,1
6764,1,0,3,4,1590,70,0,3,3,1590,0,1,3,1,1
6765,1,1,3,4,1310,1310,4,6,0,170,460,0,0,0,1
6766,1,0,2,3,1640,150,3,5,0,1640,60,0,0,0,1
6767,1,1,3,2,420,50,0,0,0,330,50,1,2,1,1
6768,1,0,1,4,90,20,2,5,0,90,0,0,0,0,0
6769,0,0,1,3,930,90,0,0,6,930,50,1,2,1,0
6770,1,0,2,1,1230,760,2,6,0,1230,700,0,0,0,1
6771,1,0,2,4,1590,180,0,4,0,1590,180,0,0,0,1
6772,1,1,3,3,2040,90,0,0,0,1970,70,0,0,0,1
6773,0,1,3,3,90,90,2,6,0,70,0,0,0,0,1
6774,0,0,3,2,2150,90,0,0,3,2120,90,0,0,0,1
6775,0,1,2,4,800,90,2,6,0,800,0,1,2,1,1
6776,0,0,3,1,4870,180,0,0,0,4410,160,0,0,0,1
6777,1,0,2,3,1600,1600,3,5,0,90,0,0,0,0,1
